"Município","Unidade Gestora","Mês","Descrição","Valor Ajustado","Valor Estornado","Tipo","Categoria","Fonte","Subfonte","Alínea","Subalínea","Fonte de Recurso","CO"
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","0.2","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","749 | Outras vinculações de transferências","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","3269.5","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","2290.23","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","149.85","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","553 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar (PNATE) ","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","76.86","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","0.03","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","1778.66","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","550 | Transferência do Salário-Educação","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","26556.78","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","540 | Transferências do FUNDEB - Impostos e Transferências de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","1541.45","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","10037.38","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","116.18","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","750 | Recursos da Contribuição de Intervenção no Domínio Econômico - CIDE","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","0.18","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","749 | Outras vinculações de transferências","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","2272.39","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","706 | Transferência Especial da União ","3110 | Identificação das Transferências da União decorrentes de emendas parlamentares individuais"
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","9854.52","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","2148.49","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","147.36","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","553 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar (PNATE) ","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","104.63","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","0.68","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","1764.67","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","550 | Transferência do Salário-Educação","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","25055.86","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","540 | Transferências do FUNDEB - Impostos e Transferências de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","1589.3","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","7711.07","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","112.2","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","750 | Recursos da Contribuição de Intervenção no Domínio Econômico - CIDE","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","0.18","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","749 | Outras vinculações de transferências","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","3288.15","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","2065.11","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","171.23","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","553 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar (PNATE) ","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","195.94","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","0.65","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","1779.54","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","550 | Transferência do Salário-Educação","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","23898.69","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","540 | Transferências do FUNDEB - Impostos e Transferências de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","827.01","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","7565.52","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","114.29","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","750 | Recursos da Contribuição de Intervenção no Domínio Econômico - CIDE","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","0.18","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","749 | Outras vinculações de transferências","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","2183.82","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","706 | Transferência Especial da União ","3110 | Identificação das Transferências da União decorrentes de emendas parlamentares individuais"
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","144.54","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","1935.75","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","217.58","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","553 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar (PNATE) ","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","305.37","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","0.66","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","1875.39","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","550 | Transferência do Salário-Educação","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","25858.99","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","540 | Transferências do FUNDEB - Impostos e Transferências de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","149.4","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","7853.27","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","13.09","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","899 | Outros Recursos Vinculados","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","126.97","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","750 | Recursos da Contribuição de Intervenção no Domínio Econômico - CIDE","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","0.2","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","749 | Outras vinculações de transferências","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","3084.68","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","700 | Outras Transferências de Convênios ou Repasses da União","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","1940.88","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","250.12","217.58","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","553 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar (PNATE) ","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","297.06","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","0.73","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","27968.45","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","540 | Transferências do FUNDEB - Impostos e Transferências de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","598.32","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","9261.19","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","01 - Janeiro","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","-226091.94","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","01 - Janeiro","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","1130459.78","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","02 - Fevereiro","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","-315605.28","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","02 - Fevereiro","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","1578026.52","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","03 - Março","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","-191332.71","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","03 - Março","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","956663.71","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","04 - Abril","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","-226797.03","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","04 - Abril","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","1133985.25","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","05 - Maio","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","-252289.06","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","05 - Maio","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","1261445.43","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","06 - Junho","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","-236064.57","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Cuitegi","Prefeitura Municipal de Cuitegi","06 - Junho","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","1180322.93","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","0000 | "
"Cuitegi","Prefeitura Municipal de Cuitegi","07 - Julho","17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal","-202455.7","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17110000 - Transferências Decorrentes de Participação na Receita da União","17115000 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
